"id","name","geom"
277,"Bulish","0101000020E6100000A48E8EAB91644E40A458C922A8D54440"
278,"Yuqori Rostgo'y","0101000020E61000002E200FD8B03350405D84CE1033114440"
279,"Baqqolar","0101000020E61000001D27E03282345040CB7D175BAD124440"
280,"Beshtuvo","0101000020E6100000EA76F695873250405ADA04734F104440"
281,"Avazali","0101000020E610000049CCFD1F71A95040D3B7713040ED4340"
282,"Cho'lquvar","0101000020E61000002384471BC7185140023917354E324440"
283,"Iskogare","0101000020E610000005F23680481850401F91007F42114440"
284,"Jo'yrabod","0101000020E6100000C737CAB0C0235040B2C11D030D144440"
285,"Mirzoqul","0101000020E6100000D1837126DC215040F1AD5978A80D4440"
286,"Talisafed","0101000020E61000001624C7E75F1A5040966137C7140F4440"
287,"G'ulomte","0101000020E6100000DE44E33F131B50402C781BE5AA0F4440"
288,"Mahallai-Mirishkor","0101000020E6100000B2F2CB608C1150405C2E2CC94B0B4440"
289,"Peshku","0101000020E6100000C3B00D260F1550400428FC08B2024440"
290,"Shavgon","0101000020E6100000B46A21124F1050402853BB1578084440"
291,"Nurlı yol","0101000020E61000005B385A1F20834E403031F1A20AC94440"
292,"Ipoq","0101000020E610000071D35570AEEE50408B1C7D27C1164340"
293,"Boʻston","0101000020E610000021B64F229DEE504077CC8AF216164340"
294,"Beshrabot","0101000020E6100000F8302020045350406A013510261F4440"
295,"Qiziltepa","0101000020E61000001B97169A10365040F0CCBA359F044440"
296,"Sola Qorovul","0101000020E6100000487B7203F4E74F40BB95CA8058B04340"
297,"Fayzobod","0101000020E61000001C60E63BF86F5040D556917648644340"
298,"Saroy","0101000020E61000002300EE6852705040D811876C20614340"
299,"Kakaydi","0101000020E6100000461E2D735FE05040C0DE0E1EB7C94240"
300,"Chimgan","0101000020E61000002CD3D457FC805140FDF675E09CC74440"
301,"Marjonbuloq","0101000020E6100000B946150F39DB50405FB4C70BE9F74340"
302,"Gurkirov","0101000020E6100000F338B12CBD1752401C3746FCD4734440"
303,"Kosari","0101000020E61000007A43D0879D22504034A95780A5FF4340"
304,"Altınkól","0101000020E6100000D1E7A38CB8734D4060330A93F3884540"
305,"Sarayonobod","0101000020E6100000A7B5C42522205040A940779329E74340"
306,"Piskent","0101000020E61000004D0FAF90DE555140741E5F8C92724440"
307,"Topolino","0101000020E6100000B96702EA72425240EC83D151B3624440"
308,"Toshloq","0101000020E6100000D399C5D592F0514079FE59982A3E4440"
309,"Yangi Marg'ilon","0101000020E610000072B2C34EE7ED514032F9B02836374440"
310,"Chambil","0101000020E6100000F9799D1E25FF5140D33FD2F1E2784440"
311,"Mashad","0101000020E610000074CFBA464BEF51402D3F709527834440"
312,"Navbahor","0101000020E610000009432E8210EB5140F14B58761C7A4440"
313,"Jiydakapa","0101000020E61000006B1ED14E97F35140118134AD5E7A4440"
314,"Qorachasho'rkent","0101000020E6100000CA051D635DF1514085549B49E59E4440"
315,"Navkent","0101000020E61000009DD5027BCCED5140B866E1A1DE994440"
316,"Jizzaxlik","0101000020E6100000C3031434F7F250402668380AB5124440"
317,"Chuvilloq","0101000020E6100000067A4DB4D0E75040E4AF7F8DDAF44340"
318,"Qoraqursoq","0101000020E6100000CE1CED139BDB504058DCC9F154C54240"
319,"Dehqonobod","0101000020E6100000C0208E1AB8C85040F767F5C429DD4340"
320,"Ispanza","0101000020E61000002AC6F99BD0D150402FAF12E280B54340"
321,"Suvhovuzi","0101000020E6100000E415E3570791504019C5179238EE4340"
322,"Malikrabot","0101000020E6100000D4EEFC47CB4B504017BC43E5BA104440"
323,"Charxin","0101000020E610000071B3D36AA3B45040243B808F0BD94340"
324,"Bolta","0101000020E61000005915E12623B1504059A4897780F24340"
325,"Kumushkent","0101000020E61000000FD8309E9CB65040530E1C8645E84340"
326,"Yangiobod","0101000020E6100000CBEBD2D0D0AD504035D7C45D18F14340"
327,"Kattaming","0101000020E61000006ACCDA5C6B8750409780A9B063FB4340"
328,"Bahrin","0101000020E6100000CC2A6C06B89F5040D3985A0064004440"
329,"Shayxislom","0101000020E6100000C1C01836EF9E50403C47890222014440"
330,"Sug'ot","0101000020E61000000355489E10A05040076B52C02CF64340"
331,"Tasmachi","0101000020E61000009FF9E648788550404B9CCBC3F8064440"
332,"Turkman","0101000020E61000002334DD465E805040939DC8DD31094440"
333,"Qo'rg'on","0101000020E610000023DA8EA9BB7A5040DEFD96A5420D4440"
334,"G'alabek","0101000020E6100000090FE4EA117A504079ED2D40360A4440"
335,"Paxtakor","0101000020E6100000597C540D8C7350409B711AA20A0C4440"
336,"Guliston","0101000020E61000008D66C0B4037C50408FC8D2E2E7F24340"
337,"Karmana","0101000020E61000006516461F1857504028D8DA560E124440"
338,"Ammag'on-1","0101000020E610000029E73004A5B350404EE905442D864340"
339,"Qumqishloq","0101000020E6100000618A7269FCAF50401DB924BD5E874340"
340,"Beshterak","0101000020E61000003909A52F84B15040C6C4419D4D8F4340"
341,"Yangi Andijon","0101000020E6100000DA722EC5551C5240591EFF603B664440"
342,"Gumbaz","0101000020E61000001D948B8C6915524058A9A0A2EA5B4440"
343,"Dam","0101000020E610000045B4C29904A35040D393E81B87824340"
344,"Pakandi","0101000020E6100000DCD4E53947A25040354AF2B798844340"
345,"Jar","0101000020E6100000D853612294A650408CFDC0B057894340"
346,"Ayritom","0101000020E61000008A26AB7D158C504041A1F9F774AD4340"
347,"Jarqirg'iz","0101000020E6100000E74A4E371AAC504060E4654D2C784340"
348,"Paxtaobod","0101000020E6100000EF92382B226E50403D5EEDCD14614340"
349,"Kuchkak","0101000020E6100000495BA6704E6F50409FC2B6EADF714340"
350,"Jarariq","0101000020E61000008576F3F94D8F5040064DA665FF4C4340"
351,"Maymanoq","0101000020E61000002321DB430C5B5040B89965AABB864340"
352,"Mudin","0101000020E6100000679C86A8426C50405772BAD16C7E4340"
353,"Po'lati","0101000020E61000008A7CF20B0A6E50407BEAA2320F864340"
354,"Rahimsoʻfi","0101000020E61000004708EAEF007C5040C93F8E4182974340"
355,"Baland G'ardiyon","0101000020E61000004B6540ACED34504097BA75487B0E4440"
356,"G'oyibon","0101000020E610000022AF624CD5345040BE3A7DF3D1074440"
